code,comment
PeriphClkInit.PeriphClockSelection = RCC_PERIPHCLK_USB; PeriphClkInit.UsbClockSelection = RCC_USBCLKSOURCE_PLL_DIV1_5; if (HAL_RCCEx_PeriphCLKConfig(&PeriphClkInit) != HAL_OK) { Error_Handler(); },Configure USB peripheral clock
static void MX_USART1_UART_Init(void) { ... },USART1 Initialization Function
static void MX_USB_PCD_Init(void) { ... },USB Initialization Function
static void MX_GPIO_Init(void) { ... },GPIO Initialization Function
usbh_initialize();,Initialize USB host stack
"RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK|RCC_CLOCKTYPE_SYSCLK ... if (HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_5) != HAL_OK) { Error_Handler(); }","Initializes the CPU, AHB and APB buses clocks"
static void MX_USB_OTG_HS_HCD_Init(void) { ... },USB_OTG_HS Initialization Function
void mgos_dev_system_restart(void) { ... },Perform system reset
HAL_NVIC_SystemReset();,Perform system reset
void device_get_mac_address(uint8_t mac[6]) { ... },Construct MAC address using device's UID
void HAL_Delay(__IO uint32_t ms) { ... },Delay for specified milliseconds
RCC->AHB2ENR |= RCC_AHB2ENR_RNGEN; RNG->CR = RNG_CR_RNGEN;,Enable RNG peripheral
HAL_IWDG_Init(&hiwdg);,Initialize watchdog timer
void mgos_wdt_feed(void) { ... },Feed watchdog timer
HAL_IWDG_Refresh(&hiwdg);,Refresh watchdog timer
void mgos_wdt_set_timeout(int secs) { ... },Set watchdog timer timeout
uint32_t mgos_get_cpu_freq(void) { ... },Get CPU frequency
__HAL_RCC_LSEDRIVE_CONFIG (RCC_LSEDRIVE_LOW);,Configure LSE Drive Capability
"PeriphClkInit.PeriphClockSelection = RCC_PERIPHCLK_USART1 | ... if (HAL_RCCEx_PeriphCLKConfig (&PeriphClkInit) != HAL_OK) { _Error_Handler (__FILE__, __LINE__); }",Configure peripheral clocks
SystemInit ();,Initialize system
HAL_Init ();,Initialize HAL
__HAL_RCC_GPIOA_CLK_ENABLE ();,Enable GPIOA clock
__HAL_RCC_GPIOB_CLK_ENABLE ();,Enable GPIOB clock
__HAL_RCC_GPIOC_CLK_ENABLE ();,Enable GPIOC clock
__HAL_RCC_GPIOH_CLK_ENABLE ();,Enable GPIOH clock
void MX_SDMMC1_SD_Init(void) { ... },SDMMC1 init function
HAL_SD_Init(&hsd1);,Initialize SDMMC1
void HAL_SD_MspInit(SD_HandleTypeDef* sdHandle) { ... },Initialize SDMMC1 MSP
__HAL_RCC_SDMMC1_CLK_ENABLE();,SDMMC1 clock enable
"GPIO_InitStruct.Pin = GPIO_PIN_8|GPIO_PIN_12; ... HAL_GPIO_Init(GPIOC, &GPIO_InitStruct);",SDMMC1 GPIO Configuration
void HAL_SD_MspDeInit(SD_HandleTypeDef* sdHandle) { ... },Deinitialize SDMMC1 MSP
__HAL_RCC_SDMMC1_CLK_DISABLE();,Peripheral clock disable
"HAL_GPIO_DeInit(GPIOC, GPIO_PIN_8|GPIO_PIN_12);",Deinitialize GPIOC pins
"HAL_GPIO_DeInit(GPIOD, GPIO_PIN_2);",Deinitialize GPIOD pin
__HAL_FLASH_ART_ENABLE();,Configure Flash prefetch and Instruction cache through ART accelerator
HAL_NVIC_SetPriorityGrouping( NVIC_PRIORITYGROUP_4 );,Set Interrupt Group Priority
HAL_MspInit();,Init the low level hardware
prvSystemClockConfig();,Configure the System clock to have a frequency of 200 MHz
__HAL_RCC_GPIOF_CLK_ENABLE();,Enable GPIOF Clock
"GPIO_InitStruct.Pin = GPIO_PIN_10; ... HAL_GPIO_Init( GPIOF, &GPIO_InitStruct );",Configure GPIOF for LED output
"HAL_RCC_MCOConfig( RCC_MCO2, RCC_MCO2SOURCE_SYSCLK, RCC_MCODIV_1 );",MCO2 : Pin PC9
static void prvSystemClockConfig( void ) { ... },Configure the system clock for maximum speed
"RCC_ClkInitStruct.ClockType = (RCC_CLOCKTYPE_SYSCLK | RCC_CLOCKTYPE_HCLK | RCC_CLOCKTYPE_PCLK1 | RCC_CLOCKTYPE_PCLK2); ... HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_7);","Select PLL as system clock source and configure the HCLK, PCLK1 and PCLK2 clocks dividers"
void vApplicationMallocFailedHook( void ) { ... },Called if a call to pvPortMalloc() fails because there is insufficient free memory available in the FreeRTOS heap
"void vApplicationStackOverflowHook( TaskHandle_t pxTask, char *pcTaskName ) { ... }",Run time stack overflow checking is performed if configCHECK_FOR_STACK_OVERFLOW is defined to 1 or 2
void vApplicationIdleHook( void ) { ... },This is just a trivial example of an idle hook
void vApplicationTickHook( void ) { ... },The full demo includes a software timer demo/test that requires prodding periodically from the tick interrupt
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSI|RCC_OSCILLATORTYPE_HSE; ... if (HAL_RCC_OscConfig(&RCC_OscInitStruct) != HAL_OK) { Error_Handler(); },Initializes the RCC Oscillators according to the specified parameters in the RCC_OscInitTypeDef structure
"RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK|RCC_CLOCKTYPE_SYSCLK ... if (HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_1) != HAL_OK) { Error_Handler(); }","Initializes the CPU, AHB and APB buses clocks"
HAL_IncTick();,"Increment a global variable ""uwTick"" used as application time base"
MX_ADC1_Init();,Initialize ADC1 for scope functionality
MX_ADC2_Init();,Initialize ADC2 for scope functionality
MX_ADC3_Init();,Initialize ADC3 for scope functionality
MX_TIM3_Init();,Initialize TIM3 for scope functionality
CalibrateADC();,Calibrate ADC for scope functionality
adcSetDefaultInputs();,Set default ADC inputs for scope functionality
MX_DAC1_Init();,Initialize DAC1 for signal generator functionality
MX_TIM6_Init();,Initialize TIM6 for signal generator functionality
MX_TIM7_Init();,Initialize TIM7 for signal generator functionality
"osKernelStart(NULL, NULL);",Start FreeRTOS scheduler
LED_On();,Turn LED on
osDelay(40);,Delay for 40ms
LED_Off();,Turn LED off
osDelay(400);,Delay for 400ms
sConfigPVD.PVDLevel = PWR_PVDLEVEL_3; sConfigPVD.Mode = PWR_PVD_MODE_IT_RISING_FALLING; HAL_PWR_ConfigPVD(&sConfigPVD);,Configure the PVD Level to 3 and generate an interrupt on rising and falling edges (PVD detection level set to 2.5V)
"RCC_ClkInitStruct.ClockType = (RCC_CLOCKTYPE_SYSCLK | RCC_CLOCKTYPE_HCLK | RCC_CLOCKTYPE_PCLK1 | RCC_CLOCKTYPE_PCLK2); ... if(HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_5) != HAL_OK) { Error_Handler(); }","Select PLL as system clock source and configure the HCLK, PCLK1 and PCLK2 clocks dividers"
__HAL_FLASH_PREFETCH_BUFFER_ENABLE();,Enable the Flash prefetch
void HAL_SYSTICK_Callback(void) { HAL_IncTick(); },SYSTICK callback
void HAL_PWR_PVDCallback(void) { BSP_LED_Toggle(LED1); },PWR PVD interrupt callback
void Error_Handler(void) { BSP_LED_On(LED3); while(1) { } },This function is executed in case of error occurrence
lcdInitialize(CURSOR_PISCANTE);,Initialize LCD with blinking cursor
PIN_BACKLIGHT_SET;,Enable LCD backlight
"memset(senhaUsuario, 0, sizeof(senhaUsuario)); memset(combinacaoDigitada, 0, sizeof(combinacaoDigitada)); memset(ultimaCombinacaoDigitada, 0, sizeof(ultimaCombinacaoDigitada));",Clear password and combination buffers
void delayUs(int tempo) { while (tempo--) uDelay(); },Delay for specified microseconds
void lcdInitialize(byte estado) { lcdWriteCommand4Bits(3); lcdWriteCommand4Bits(3); lcdWriteCommand4Bits(3); lcdWriteCommand4Bits(2); lcdWriteCommand(0x28); lcdWriteCommand(estado); lcdWriteCommand(0x06); lcdWriteCommand(0x01); },Initialize LCD with specified cursor state
"void lcdGoto(byte x, byte y) { if (y == 0) lcdWriteCommand(0x80 + x); else if (y == 1) lcdWriteCommand(0xC0 + x); else if (y == 2) lcdWriteCommand(0x90 + x); else if (y == 3) lcdWriteCommand(0xD0 + x); }",Set LCD cursor position
void lcdWriteString(byte *str) { while (*str) lcdWriteCharacter(*(str++)); },Write string to LCD
"int fputc(int ch, FILE *f) { lcdWriteCharacter(ch); return ch; }",Redirect printf to LCD
"int getBit(byte valor, byte posicao) { return valor & (1 << posicao); }",Get bit at specified position
"void lcdSendData(byte x) { (getBit(x, 3)) ? D7_1 : D7_0; (getBit(x, 2)) ? D6_1 : D6_0; (getBit(x, 1)) ? D5_1 : D5_0; (getBit(x, 0)) ? D4_1 : D4_0; }",Send 4-bit data to LCD
"int lePotenciometro(void) { int leitura = 0; HAL_ADC_Start(&hadc); HAL_ADC_PollForConversion(&hadc, 1); leitura = HAL_ADC_GetValue(&hadc); HAL_ADC_Stop(&hadc); for (int posicao = 0; posicao < arraySize; posicao++) if (leitura <= valor[posicao]) return posicao; }",Read potentiometer value and map to combination index
"void compararSenhas(void) { if (!strcmp(minhaSenha, senhaUsuario)) combinacaoCorreta(); else limparCombinacao(); }",Compare entered password with stored password
"void combinacaoCorreta(void) { int posicao = 0; lcdWriteCommand(0x01); lcdGoto(0, 0); printf(""ABERTO""); LED_1; RELE_1; HAL_Delay(350); do { for (int cont = 0; cont < 10;) { posicao = lePotenciometro(); if (!strcmp("" 0"", combinacao[posicao])) cont++; else { cont = 0; lcdGoto(14, 0); printf(""%s"", combinacao[posicao]); HAL_Delay(185); } } } while (strcmp("" 0"", combinacao[posicao])); memset(senhaUsuario, 0, sizeof(senhaUsuario)); memset(combinacaoDigitada, 0, sizeof(combinacaoDigitada)); memset(ultimaCombinacaoDigitada, 0, sizeof(ultimaCombinacaoDigitada)); travar(); }","Handle correct combination, open safe, and reset"
"void limparCombinacao(void) { memset(senhaUsuario, 0, sizeof(senhaUsuario)); memset(combinacaoDigitada, 0, sizeof(combinacaoDigitada)); memset(ultimaCombinacaoDigitada, 0, sizeof(ultimaCombinacaoDigitada)); lcdGoto(0, 1); printf(""              ""); confirmarCombinacao(); }",Clear entered combination and reset display
PWR->CR2 |= (PWR_CR2_CWUPF6 | PWR_CR2_CWUPF5 | PWR_CR2_CWUPF4 | PWR_CR2_CWUPF3 | PWR_CR2_CWUPF2 | PWR_CR2_CWUPF1); PWR->CR1 |= PWR_CR1_CSBF;,Clear wakeup flags from GPIOs and clear standby flag
halInit();,"HAL initialization, initializes configured device drivers and performs board-specific initializations"
SwoInit();,Init SWO for output
osKernelInitialize();,The kernel is initialized but not started yet
Watchdog_Init();,Start watchdog
Target_ExternalMemoryInit();,Config and init external memory
hal_spiffs_config();,Config and init SPIFFS
"sduObjectInit(&SDU1); sduStart(&SDU1, &serusbcfg);",Initializes a serial-over-USB CDC driver
"usbDisconnectBus(serusbcfg.usbp); chThdSleepMilliseconds(100); usbStart(serusbcfg.usbp, &usbcfg); usbConnectBus(serusbcfg.usbp);",Activates the USB driver and then the USB bus pull-up on D+
"osThreadCreate(osThread(ReceiverThread), NULL);",Create the receiver thread
"osThreadCreate(osThread(CLRStartupThread), &clrSettings);",Create the CLR Startup thread
"osThreadCreate(osThread(SdCardWorkingThread), NULL);",Creates the SD card working thread
"osThreadCreate(osThread(UsbMsdWorkingThread), NULL);",Create the USB MSD working thread
osKernelStart();,Start kernel
VL53L0X_PROXIMITY_Init();,VL53L0X proximity sensor Initialization
"uint16_t VL53L0X_PROXIMITY_GetDistance(void) { VL53L0X_RangingMeasurementData_t RangingMeasurementData; VL53L0X_PerformSingleRangingMeasurement(&Dev, &RangingMeasurementData); return RangingMeasurementData.RangeMilliMeter; }",Get distance from VL53L0X proximity sensor
"void VL53L0X_PROXIMITY_MspInit(void) { GPIO_InitTypeDef GPIO_InitStruct; GPIO_InitStruct.Pin = VL53L0X_XSHUT_Pin; GPIO_InitStruct.Mode = GPIO_MODE_OUTPUT_PP; GPIO_InitStruct.Pull = GPIO_PULLUP; GPIO_InitStruct.Speed = GPIO_SPEED_FREQ_HIGH; HAL_GPIO_Init(VL53L0X_XSHUT_GPIO_Port, &GPIO_InitStruct); HAL_GPIO_WritePin(VL53L0X_XSHUT_GPIO_Port, VL53L0X_XSHUT_Pin, GPIO_PIN_SET); HAL_Delay(1000); }",VL53L0X proximity sensor Msp Initialization
"void SetupSingleShot(VL53L0X_Dev_t Dev) { ... status=VL53L0X_SetDeviceMode(&Dev, VL53L0X_DEVICEMODE_SINGLE_RANGING); ... }",Setup all detected sensors for single shot mode and setup ranging configuration
VL53L0X_StaticInit(&Dev);,Initialize static settings for VL53L0X
"VL53L0X_PerformRefCalibration(&Dev, &VhvSettings, &PhaseCal);",Perform reference calibration for VL53L0X
"VL53L0X_PerformRefSpadManagement(&Dev, &refSpadCount, &isApertureSpads);",Perform reference SPAD management for VL53L0X
"VL53L0X_SetDeviceMode(&Dev, VL53L0X_DEVICEMODE_SINGLE_RANGING);",Setup in single ranging mode
"VL53L0X_SetLimitCheckEnable(&Dev, VL53L0X_CHECKENABLE_SIGMA_FINAL_RANGE, 1);",Enable Sigma limit
"VL53L0X_SetLimitCheckEnable(&Dev, VL53L0X_CHECKENABLE_SIGNAL_RATE_FINAL_RANGE, 1);",Enable Signal limit
"VL53L0X_SetLimitCheckValue(&Dev, VL53L0X_CHECKENABLE_SIGNAL_RATE_FINAL_RANGE, signalLimit);",Set signal rate limit value
"VL53L0X_SetLimitCheckValue(&Dev, VL53L0X_CHECKENABLE_SIGMA_FINAL_RANGE, sigmaLimit);",Set sigma limit value
"VL53L0X_SetMeasurementTimingBudgetMicroSeconds(&Dev, timingBudget);",Set measurement timing budget
"VL53L0X_SetVcselPulsePeriod(&Dev, VL53L0X_VCSEL_PERIOD_PRE_RANGE, preRangeVcselPeriod);",Set VCSEL pulse period for pre-range
"VL53L0X_SetVcselPulsePeriod(&Dev, VL53L0X_VCSEL_PERIOD_FINAL_RANGE, finalRangeVcselPeriod);",Set VCSEL pulse period for final range
LCDInit();,Initialize LCD
"HAL_GPIO_WritePin(GPIOC,GPIO_PIN_13,GPIO_PIN_SET);",Set GPIO pin PC13
"HAL_GPIO_WritePin(GPIOC,GPIO_PIN_13,GPIO_PIN_RESET);",Reset GPIO pin PC13
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSE; ... if (HAL_RCC_OscConfig(&RCC_OscInitStruct) != HAL_OK) { Error_Handler(); },"Initializes the CPU, AHB and APB buses clocks"
DS3231_Init(&hi2c1);,Initialize DS3231 RTC
DS3231_SetTime(&RTC_time_data);,Sets the time
"DS3231_ConfigureAlarm(ALARM_MODE_ONCE_PER_SECOND, &AlarmConf);",Configures alarm 1 to once per second
DS3231_EnableAlarm(ALARM1);,Enables alarm 1
DS3231_ReadTime(&RTC_time_data);,Read current time from DS3231
"HAL_UART_Transmit(&huart2, (uint8_t *)sbuf, sbuflen, 100);",Transmit time data over UART
DS3231_ReadTemp(&temperature);,Read temperature from DS3231
DS3231_ClearAlarmFlag(ALARM1);,Clears alarm flag
"HAL_GPIO_WritePin(GPIOC, GPIO_PIN_13, SET);",Set GPIO pin PC13 for LED flashing
"HAL_GPIO_WritePin(GPIOC, GPIO_PIN_13, RESET);",Reset GPIO pin PC13 for LED flashing
HAL_Delay(50);,Delay 50 ms
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSI; ... if (HAL_RCC_OscConfig(&RCC_OscInitStruct) != HAL_OK) { Error_Handler(); },Initializes the RCC Oscillators according to the specified parameters
hi2c1.Instance = I2C1; ... if (HAL_I2C_Init(&hi2c1) != HAL_OK) { Error_Handler(); },I2C1 Initialization
"if (f_mount(&SDFatFS, (TCHAR const*)SDPath, 0) != FR_OK) { Error_Handler(); } else { scan_files(SDPath); }",Register the file system object to the FatFs module
FATFS_UnLinkDriver(SDPath);,Unlink the micro SD disk I/O driver
"printf(""Done\r\n"");",Print completion message
PUTCHAR_PROTOTYPE { while ((USART1->SR & 0X40) == 0); USART1->DR = (uint8_t) ch; return ch; },Redirect putchar for printf over USART1
"if (HAL_GPIO_ReadPin(B1_GPIO_Port, B1_Pin) == GPIO_PIN_SET) { uint32_t *invalidPtr = (uint32_t*)0xCCCCCCCC; uint32_t notGonnaHappen = *invalidPtr; }",Cause a hardfault on button press
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSI; ... if (HAL_RCC_OscConfig(&RCC_OscInitStruct) != HAL_OK) { Error_Handler(); },"Initializes the CPU, AHB and APB buses clocks"
"RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK|RCC_CLOCKTYPE_SYSCLK|RCC_CLOCKTYPE_PCLK1|RCC_CLOCKTYPE_PCLK2; ... if (HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_8) != HAL_OK) { Error_Handler(); }","Initializes the CPU, AHB and APB buses clocks"
initGPIO();,Initialize GPIO for LED
"xTaskCreate(blinky, ""blinky"", configMINIMAL_STACK_SIZE * 4, NULL, tskIDLE_PRIORITY + 1, NULL);",Create blinky task
"void blinky(void *arg) { for(;;) { vTaskDelay(500); HAL_GPIO_TogglePin(LED_PORT, LED_PIN); } }",Blink LED every 500ms
"platform_write(void *handle, uint8_t Reg, uint8_t *Bufp, uint16_t len) { if (handle == &hi2c1) { HAL_I2C_Mem_Write(handle, slave_address, Reg, I2C_MEMADD_SIZE_8BIT, Bufp, len, 1000); } ... }",Platform-specific write function for LSM6DSOX
"platform_read(void *handle, uint8_t Reg, uint8_t *Bufp, uint16_t len) { if (handle == &hi2c1) { HAL_I2C_Mem_Read(handle, slave_address, Reg, I2C_MEMADD_SIZE_8BIT, Bufp, len, 1000); } ... }",Platform-specific read function for LSM6DSOX
platform_delay(uint32_t timeout) { volatile uint32_t i; for(i = 0; i < timeout; i++); },Function to wait for a timeout
platform_init();,Platform specific initialization
"lsm6dsox_device_id_get(&dev_ctx, &whoamI);",Check device ID
"lsm6dsox_reset_set(&dev_ctx, PROPERTY_ENABLE);",Restore default configuration
"lsm6dsox_i3c_disable_set(&dev_ctx, LSM6DSOX_I3C_DISABLE);",Disable I3C interface
"lsm6dsox_xl_data_rate_set(&dev_ctx, LSM6DSOX_XL_ODR_208Hz);",Set XL Output Data Rate
"lsm6dsox_gy_data_rate_set(&dev_ctx, LSM6DSOX_GY_ODR_104Hz);",Set Gyro Output Data Rate
"lsm6dsox_xl_full_scale_set(&dev_ctx, LSM6DSOX_2g);",Set 2g full XL scale
"lsm6dsox_gy_full_scale_set(&dev_ctx, LSM6DSOX_250dps);",Set 250 dps full Gyro
"lsm6dsox_wkup_dur_set(&dev_ctx, 0x02);",Set duration for Activity detection to 9.62 ms
"lsm6dsox_act_sleep_dur_set(&dev_ctx, 0x02);",Set duration for Inactivity detection to 4.92 s
"lsm6dsox_act_mode_set(&dev_ctx, LSM6DSOX_XL_12Hz5_GY_PD);","Inactivity configuration: XL to 12.5 in LP, gyro to Power-Down"
"lsm6dsox_pin_int1_route_get(&dev_ctx, &int1_route); int1_route.md1_cfg.int1_sleep_change = PROPERTY_ENABLE; lsm6dsox_pin_int1_route_set(&dev_ctx, &int1_route);",Enable interrupt generation on Inactivity INT1 pin
"dummy_handle = osThreadNew(dummy, NULL, &dummy_attributes);",Create dummy task thread
"appMain_handle = osThreadNew(appMain, NULL, &appMain_attributes);",Create application main task thread
osKernelInitialize();,Call init function for freertos objects (in freertos.c)
MX_FREERTOS_Init();,Init scheduler
void my_debug_init() { ... },Initialize UART for debug output
HAL_UART_Init(&debug_huart);,Initialize UART for debug output
"void my_debug(const char *fmt, ...) { ... }",Print debug messages via UART
"HAL_UART_Transmit(&debug_huart, (uint8_t*)str, count, 100);",Transmit debug message over UART
"BSP_PB_Init(BUTTON_USER, BUTTON_MODE_GPIO);",Configure BUTTON_USER
Display_ExampleDescription();,Display main example messages
BSP_LED_On(LED2);,Turn on LED
HAL_FLASH_Unlock();,Allow Access to Flash control registers and user Flash
__HAL_FLASH_CLEAR_FLAG(FLASH_FLAG_OPTVERR);,Clear OPTVERR bit set on virgin samples
HAL_FLASH_OB_Unlock();,Allow Access to option bytes sector
HAL_FLASHEx_OBGetConfig(&OBInit);,Get the Dual boot configuration status
OBInit.OptionType = OPTIONBYTE_USER; OBInit.USERType   = OB_USER_BFB2; ... HAL_FLASHEx_OBProgram (&OBInit);,Enable/Disable dual boot feature
HAL_FLASH_OB_Launch();,Start the Option Bytes programming process
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_MSI; ... if(HAL_RCC_OscConfig(&RCC_OscInitStruct) != HAL_OK) { while(1); },"MSI is enabled after System reset, activate PLL with MSI as source"
"RCC_ClkInitStruct.ClockType = (RCC_CLOCKTYPE_SYSCLK | RCC_CLOCKTYPE_HCLK | RCC_CLOCKTYPE_PCLK1 | RCC_CLOCKTYPE_PCLK2); ... if(HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_4) != HAL_OK) { while(1); }","Select PLL as system clock source and configure the HCLK, PCLK1 and PCLK2 clocks dividers"
ASK25_DCMotor_Init();,Initialize DCMotor pin
ASK25_DCMotor_Rotate(MotorAntiClockwise);,Rotate motor anticlockwise direction
"trace_printf(""Hello\n"");",Print hello message
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSE; ... HAL_RCC_OscConfig(&RCC_OscInitStruct);,Configure HSE oscillator and activate PLL
"RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_SYSCLK|RCC_CLOCKTYPE_PCLK1 ... HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_5);",Configure system clock and peripheral clocks
__HAL_RCC_PWR_CLK_ENABLE();,Enables the PWR Clock and Enables access to the backup domain
HAL_PWR_EnableBkUpAccess();,Enables the PWR Clock and Enables access to the backup domain
__HAL_RCC_BACKUPRESET_FORCE(); __HAL_RCC_BACKUPRESET_RELEASE();,Reset the Back up Domain
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_LSE; ... HAL_RCC_OscConfig(&RCC_OscInitStruct);,Configure LSE oscillator
PeriphClkInitStruct.PeriphClockSelection = RCC_PERIPHCLK_RTC; PeriphClkInitStruct.RTCClockSelection = RCC_RTCCLKSOURCE_LSE; HAL_RCCEx_PeriphCLKConfig(&PeriphClkInitStruct);,Configure RTC peripheral clock
__HAL_RCC_RTC_ENABLE();,Enable RTC Clock
"HAL_NVIC_SetPriority(RTC_IRQn, 0x0F, 0); HAL_NVIC_EnableIRQ(RTC_IRQn);",Configure the NVIC for RTC Alarm
void RTC_Init(void) { ... },Configure RTC prescaler and RTC data registers
HAL_RTC_Init(&RtcHandle);,Initialize RTC
"HAL_RTCEx_BKUPRead(&RtcHandle, RTC_BKP_DR1)",Read the Back Up Register 1 Data
HAL_RTCEx_DeactivateWakeUpTimer(&RtcHandle),if the wakeup timer is enabled then deactivate it to disable the wakeup timer interrupt
"HAL_RTCEx_SetWakeUpTimer_IT(&RtcHandle, 0x0, RTC_WAKEUPCLOCK_CK_SPRE_16BITS);",Setting the Wakeup time to 1 s
"HAL_RTCEx_BKUPWrite(&RtcHandle, RTC_BKP_DR1, WAKEUP_TIMER_ENABLE);",Write 'wakeup timer enabled' tag in RTC Backup data Register 1
"HAL_RTC_SetDate(&RtcHandle,&sdatestructure,RTC_FORMAT_BCD);",Begin setting the date and time
"HAL_RTC_GetTime(&RtcHandle, &stimestructureget, RTC_FORMAT_BIN);",Get the RTC current Time
"HAL_RTC_GetDate(&RtcHandle, &sdatestructureget, RTC_FORMAT_BIN);",Get the RTC current Date
"sprintf((char*)aShowTime,""%02d:%02d:%02d"",stimestructureget.Hours, stimestructureget.Minutes, stimestructureget.Seconds);",Display time Format : hh:mm:ss
"HAL_GPIO_WritePin( GPIOC, GPIO_PIN_13, GPIO_PIN_RESET );","LED blink, PC13"
"HAL_GPIO_WritePin( GPIOC, GPIO_PIN_13, GPIO_PIN_SET );","LED blink, PC13"
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSE; ... if( HAL_RCC_OscConfig( &RCC_OscInitStruct ) != HAL_OK ) { Error_Handler(); },Initializes the RCC Oscillators according to the specified parameters in the RCC_OscInitTypeDef structure.
